127.0.0.1 - - [30/May/2017:00:56:13 +0800] "GET / HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [30/May/2017:00:56:34 +0800] "GET /ecp-web HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/May/2017:00:56:34 +0800] "GET /ecp-web/ HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/May/2017:00:56:36 +0800] "GET /ecp-web/front/home/home HTTP/1.1" 200 27243
0:0:0:0:0:0:0:1 - - [30/May/2017:00:56:37 +0800] "GET /favicon.ico HTTP/1.1" 404 1014
0:0:0:0:0:0:0:1 - - [30/May/2017:00:56:39 +0800] "GET /ecp-web/front/search/category/13 HTTP/1.1" 200 6406
0:0:0:0:0:0:0:1 - - [30/May/2017:00:59:26 +0800] "GET /ecp-web/front/product/detail/1 HTTP/1.1" 200 19123
0:0:0:0:0:0:0:1 - - [30/May/2017:00:59:28 +0800] "POST /ecp-web/front/agent/state/login HTTP/1.1" 200 41
0:0:0:0:0:0:0:1 - - [30/May/2017:00:59:33 +0800] "POST /ecp-web/front/agent/ajaxLogin HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [30/May/2017:00:59:35 +0800] "POST /ecp-web/front/agent/state/login HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [30/May/2017:00:59:35 +0800] "POST /ecp-web/front/cart/add HTTP/1.1" 200 211
0:0:0:0:0:0:0:1 - - [30/May/2017:00:59:47 +0800] "GET /ecp-web/front/personalcenter/orders HTTP/1.1" 200 17923
0:0:0:0:0:0:0:1 - - [30/May/2017:00:59:54 +0800] "GET /ecp-web/front/personalcenter/orders HTTP/1.1" 200 17923
0:0:0:0:0:0:0:1 - - [30/May/2017:00:59:56 +0800] "GET /ecp-web/front/personalcenter/orders HTTP/1.1" 200 17923
0:0:0:0:0:0:0:1 - - [30/May/2017:01:00:05 +0800] "GET /ecp-web/front/personalcenter/orders HTTP/1.1" 200 17923
0:0:0:0:0:0:0:1 - - [30/May/2017:01:00:10 +0800] "GET /ecp-web/front/personalcenter/cart HTTP/1.1" 200 17187
0:0:0:0:0:0:0:1 - - [30/May/2017:01:01:16 +0800] "GET /ecp-web/front/personalcenter/favourites HTTP/1.1" 200 2397
0:0:0:0:0:0:0:1 - - [30/May/2017:01:01:32 +0800] "GET /ecp-web/front/product/detail/1 HTTP/1.1" 200 19123
0:0:0:0:0:0:0:1 - - [30/May/2017:01:04:10 +0800] "POST /ecp-web/front/agent/state/login HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [30/May/2017:01:04:10 +0800] "POST /ecp-web/front/favourite/add HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [30/May/2017:01:04:13 +0800] "POST /ecp-web/front/agent/state/login HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [30/May/2017:01:04:13 +0800] "POST /ecp-web/front/favourite/add HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [30/May/2017:01:07:01 +0800] "GET /ecp-web/front/home/home HTTP/1.1" 200 27259
0:0:0:0:0:0:0:1 - - [30/May/2017:01:07:03 +0800] "GET /ecp-web/front/personalcenter/cart HTTP/1.1" 200 17187
0:0:0:0:0:0:0:1 - - [30/May/2017:01:07:28 +0800] "GET /ecp-web/front/home/categorytree HTTP/1.1" 200 3183
0:0:0:0:0:0:0:1 - - [30/May/2017:01:07:28 +0800] "GET /ecp-web/static/zTree_v3-master/js/jquery.ztree.core.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:07:28 +0800] "GET /ecp-web/static/zTree_v3-master/css/demo.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:07:28 +0800] "GET /ecp-web/static/zTree_v3-master/css/zTreeStyle/zTreeStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:07:28 +0800] "POST /ecp-web/front/home/loadcategorytree HTTP/1.1" 200 5723
0:0:0:0:0:0:0:1 - - [30/May/2017:01:07:28 +0800] "GET /ecp-web/static/zTree_v3-master/css/zTreeStyle/img/zTreeStandard.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:07:30 +0800] "GET /ecp-web/static/zTree_v3-master/css/zTreeStyle/img/line_conn.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:07:35 +0800] "GET /ecp-web/front/home/categoryattreditor/13 HTTP/1.1" 200 5570
0:0:0:0:0:0:0:1 - - [30/May/2017:01:07:49 +0800] "GET /ecp-web/front/home/addcategoryattr/13 HTTP/1.1" 200 3101
0:0:0:0:0:0:0:1 - - [30/May/2017:01:08:24 +0800] "GET /ecp-web/front/home/addcategoryattr/13 HTTP/1.1" 200 3101
0:0:0:0:0:0:0:1 - - [30/May/2017:01:08:29 +0800] "GET /ecp-web/front/home/cate_attr_val_edit?cid=13&attr_id=2 HTTP/1.1" 200 4745
0:0:0:0:0:0:0:1 - - [30/May/2017:01:11:07 +0800] "POST /ecp-web/front/order/add HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [30/May/2017:01:11:20 +0800] "GET /ecp-web/static/bootstrap/3.3.5/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:11:20 +0800] "GET /ecp-web/static/bootstrap/3.3.5/css/bootstrap-theme.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:11:20 +0800] "GET /ecp-web/static/jquery/1.11.3/jquery-1.11.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:11:20 +0800] "GET /ecp-web/static/bootstrap/3.3.5/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:11:20 +0800] "GET /ecp-web/static/images/oil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:11:20 +0800] "GET /ecp-web/front/personalcenter/orders HTTP/1.1" 200 21825
0:0:0:0:0:0:0:1 - - [30/May/2017:01:11:20 +0800] "GET /ecp-web/static/images/computer1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:13:51 +0800] "GET /ecp-web/static/bootstrap/3.3.5/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:13:51 +0800] "GET /ecp-web/static/bootstrap/3.3.5/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:13:51 +0800] "GET /ecp-web/static/bootstrap/3.3.5/css/bootstrap-theme.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:13:51 +0800] "GET /ecp-web/static/jquery/1.11.3/jquery-1.11.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:13:51 +0800] "GET /ecp-web/static/images/oil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:13:51 +0800] "GET /ecp-web/front/personalcenter/orders HTTP/1.1" 200 21824
0:0:0:0:0:0:0:1 - - [30/May/2017:01:13:51 +0800] "GET /ecp-web/static/images/computer1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:15:01 +0800] "GET /ecp-web/static/bootstrap/3.3.5/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:15:01 +0800] "GET /ecp-web/static/bootstrap/3.3.5/css/bootstrap-theme.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:15:01 +0800] "GET /ecp-web/static/bootstrap/3.3.5/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:15:01 +0800] "GET /ecp-web/static/jquery/1.11.3/jquery-1.11.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:15:01 +0800] "GET /ecp-web/static/images/oil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:15:01 +0800] "GET /ecp-web/front/personalcenter/orders HTTP/1.1" 200 21827
0:0:0:0:0:0:0:1 - - [30/May/2017:01:15:01 +0800] "GET /ecp-web/static/images/computer1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:38:09 +0800] "GET /ecp-web/front/personalcenter/cart HTTP/1.1" 200 18163
0:0:0:0:0:0:0:1 - - [30/May/2017:01:38:09 +0800] "GET /ecp-web/static/bootstrap/3.3.5/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:38:09 +0800] "GET /ecp-web/static/jquery/1.11.3/jquery-1.11.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:38:09 +0800] "GET /ecp-web/static/bootstrap/3.3.5/css/bootstrap-theme.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:38:09 +0800] "GET /ecp-web/static/bootstrap/3.3.5/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:38:09 +0800] "GET /ecp-web/static/images/samsung.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:38:09 +0800] "GET /ecp-web/static/images/iphone_index.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/May/2017:01:39:14 +0800] "GET /ecp-web/front/personalcenter/cart HTTP/1.1" 200 18264
0:0:0:0:0:0:0:1 - - [30/May/2017:01:39:15 +0800] "GET /ecp-web/static/bootstrap/3.3.5/css/bootstrap.min.css HTTP/1.1" 304 -
